user_id,product_id,gender,age,occupation,city_category,stay_in_current_city_years,marital_status,product_category_1,product_category_2,product_category_3,purchase
1001281,P00145042,M,26-35,19,C,1,0,1,2.0,5.0,8004
1001283,P0097142,F,18-25,1,C,3,0,12,,,1759
1001284,P00033642,M,46-50,16,A,1,1,5,8.0,,6961
1001285,P00345842,M,36-45,4,A,0,1,2,8.0,14.0,12696
1001286,P00334642,M,36-45,17,A,1,0,1,8.0,14.0,4123
1001287,P00114342,F,51-55,7,B,3,0,1,8.0,17.0,15509
1001288,P00248342,F,36-45,19,C,1,0,8,13.0,,5985
1001289,P00085942,M,46-50,6,C,0,0,2,4.0,8.0,16371
1001291,P00173442,F,36-45,0,A,3,0,8,13.0,,7834
1001292,P00013942,M,26-35,7,C,3,0,5,,,6908
1001293,P00021742,M,26-35,5,C,1,0,5,,,5264
1001294,P00368242,F,51-55,20,B,4+,1,5,11.0,,5429
1001295,P00117642,F,36-45,6,C,1,1,10,16.0,,18703
1001296,P00216742,M,0-17,0,C,4+,0,5,,,8793
1001297,P00258742,M,26-35,7,A,4+,0,5,,,7144
1001298,P00263542,M,36-45,6,B,4+,0,16,,,20660
1001299,P00184942,M,26-35,14,B,1,0,1,8.0,17.0,18987
1001300,P00125042,M,0-17,10,C,3,0,11,,,7569
1001301,P00127642,F,26-35,2,C,1,1,1,2.0,15.0,18983
1001302,P00150942,M,18-25,4,C,2,0,6,11.0,13.0,20172
1001303,P00085042,M,26-35,19,A,4+,0,5,6.0,,8633
1001304,P00327842,M,26-35,14,C,1,1,8,16.0,,9920
1001305,P00286342,M,46-50,20,B,4+,1,7,,,20583
1001306,P00366542,M,26-35,3,B,3,0,5,,,8826
1001307,P00264042,M,55+,13,C,2,1,4,,,3535
1001311,P00057742,M,18-25,10,C,1,0,2,8.0,18.0,15871
1001312,P00189842,M,26-35,14,B,2,1,3,4.0,5.0,11033
1001313,P00127242,M,18-25,4,B,4+,1,1,16.0,,15190
1001314,P00172842,F,18-25,4,C,0,0,3,4.0,,5612
1001315,P00115742,M,36-45,7,C,2,1,6,10.0,16.0,20157
1001316,P00238542,M,51-55,2,C,2,0,5,14.0,,3604
1001317,P00249642,M,46-50,7,B,3,1,3,5.0,,8091
1001319,P00148642,F,26-35,3,C,2,1,6,10.0,13.0,12704
1001320,P00304242,M,26-35,4,A,2,0,1,6.0,,18986
1001321,P00110742,F,26-35,14,C,3,1,1,2.0,8.0,15916
1001322,P00110842,M,55+,0,A,0,0,1,2.0,5.0,18994
1001323,P00188742,F,36-45,2,C,1,0,8,14.0,17.0,7859
1001324,P00240142,M,36-45,16,B,3,0,5,,,8902
1001325,P00137542,M,26-35,1,B,1,1,1,8.0,16.0,11939
1001326,P00083642,F,26-35,0,A,1,0,8,,,6114
1001327,P00111542,M,0-17,10,B,0,0,2,17.0,,9567
1001328,P00110942,M,36-45,14,A,1,0,1,2.0,,19390
1001329,P00073842,M,18-25,14,B,3,0,1,15.0,17.0,19609
1001331,P00265242,M,46-50,0,C,4+,1,5,8.0,,7103
1001332,P00116842,M,26-35,7,C,3,0,2,5.0,8.0,13061
1001333,P00178642,M,26-35,17,A,4+,0,5,15.0,,8634
1001334,P00296042,M,51-55,7,C,0,1,8,13.0,16.0,5943
1001335,P00317942,M,36-45,0,C,1,0,8,16.0,,6131
1001336,P00101842,F,51-55,20,B,4+,1,6,16.0,,16519
1001337,P00058142,M,55+,17,C,1,1,3,4.0,12.0,13237
1001338,P00182142,M,26-35,0,A,3,1,1,5.0,6.0,15833
1001339,P00356742,M,36-45,18,C,2,0,5,,,1858
1001340,P00116342,M,26-35,7,A,2,0,2,,,6354
1001341,P00070242,M,18-25,7,C,3,0,5,11.0,,5148
1001342,P00194042,M,36-45,0,C,4+,0,8,11.0,,6044
1001343,P00117642,M,36-45,14,B,3,0,10,16.0,,23793
1001344,P00010542,F,26-35,9,C,4+,0,2,4.0,5.0,9779
1001345,P00218842,F,26-35,2,C,1,1,5,,,1753
1001346,P00361342,M,36-45,20,C,1,0,5,,,8844
1001347,P00295742,F,18-25,1,C,0,0,8,,,1948
1001348,P00078642,F,0-17,10,A,3,0,4,5.0,,2166
1001349,P00110742,M,51-55,7,B,3,1,1,2.0,8.0,19446
1001350,P00051642,F,36-45,0,C,1,0,8,,,7792
1001351,P00022642,F,26-35,17,C,4+,1,5,8.0,,6862
1001352,P00141942,M,36-45,20,B,2,0,5,8.0,14.0,6934
1001353,P00118342,M,0-17,10,C,0,0,2,3.0,15.0,16263
1001354,P00265242,F,26-35,2,B,3,0,5,8.0,,6941
1001355,P00121642,F,46-50,20,A,3,0,5,14.0,,7187
1001356,P00032442,F,18-25,4,B,2,0,5,,,3665
1001357,P00326742,M,46-50,0,C,1,1,11,,,6076
1001358,P00010842,M,36-45,17,C,1,1,8,16.0,,9959
1001359,P00058242,M,36-45,1,C,2,0,3,4.0,12.0,13625
1001360,P00085242,M,26-35,20,C,1,1,8,14.0,17.0,9938
1001361,P00087242,F,26-35,0,A,1,0,14,,,15190
1001362,P00010742,M,36-45,12,B,0,0,1,8.0,17.0,15631
1001364,P00003442,F,46-50,2,A,0,0,4,5.0,8.0,3466
1001365,P00220942,F,0-17,10,C,3,0,18,,,3123
1001366,P00110942,M,0-17,10,C,0,0,1,2.0,,15449
1001367,P00117942,M,26-35,12,C,1,0,5,15.0,,8777
1001369,P00100642,M,26-35,5,B,1,1,5,15.0,,5232
1001370,P00269542,M,36-45,2,C,2,1,11,15.0,,4664
1001371,P00370242,F,51-55,2,A,3,1,5,,,6940
1001372,P00250642,M,0-17,10,B,1,0,11,,,3106
1001373,P00035542,F,26-35,1,A,1,0,3,4.0,12.0,13455
1001374,P00248942,M,51-55,1,B,3,0,1,6.0,14.0,11772
1001375,P00069042,F,46-50,5,B,2,1,3,,,10826
1001376,P00037142,F,46-50,1,C,1,1,1,2.0,5.0,11438
1001377,P00115142,M,36-45,16,B,3,1,1,8.0,17.0,11572
1001378,P00090942,F,46-50,7,C,3,1,1,2.0,14.0,19534
1001380,P00223042,M,0-17,10,C,0,0,1,2.0,8.0,11506
1001381,P00051442,M,18-25,11,C,1,0,8,17.0,,7784
1001383,P00278442,F,26-35,7,A,1,0,11,,,1634
1001384,P00332242,M,18-25,10,C,1,0,1,16.0,,8315
1001385,P00294542,F,26-35,5,C,1,1,8,,,8103
1001386,P00110842,F,26-35,0,B,1,0,1,2.0,5.0,19182
1001387,P00085942,F,51-55,13,B,1,1,2,4.0,8.0,16045
1001388,P00001642,M,55+,20,C,2,1,8,16.0,,6170
1001389,P00093242,M,26-35,17,B,4+,1,8,,,9902
1001390,P00040242,M,36-45,16,C,3,1,5,16.0,,5322
1001391,P00356742,M,36-45,15,C,0,1,5,,,5418
1001392,P00128942,M,46-50,3,C,1,1,1,11.0,,19519
1001393,P00242742,M,18-25,4,B,3,0,1,2.0,9.0,11408
1001395,P00057642,M,26-35,2,B,1,1,1,15.0,16.0,12025
1001396,P00064042,F,26-35,12,A,4+,1,3,4.0,12.0,10849
1001397,P00209742,M,36-45,7,C,3,1,1,11.0,15.0,7716
1001398,P00368442,F,55+,16,C,3,1,11,,,4472
1001399,P00053842,M,18-25,17,C,1,0,4,5.0,12.0,2760
1001400,P00028842,M,26-35,7,B,4+,0,6,8.0,,20096
1001401,P00366942,F,18-25,1,C,3,0,8,,,9772
1001402,P00278642,M,18-25,4,C,3,0,5,,,6966
1001403,P00102542,F,26-35,0,C,4+,1,8,,,8111
1001404,P00370642,M,51-55,16,B,1,1,8,16.0,,5902
1001405,P00113042,M,55+,13,C,1,1,11,16.0,,5992
1001406,P00184442,M,26-35,4,C,2,1,1,6.0,8.0,19674
1001407,P00070942,F,36-45,15,A,1,1,3,5.0,16.0,13509
1001408,P00010742,M,26-35,0,B,1,1,1,8.0,17.0,19038
1001409,P00278642,M,18-25,4,B,1,1,5,,,6864
1001410,P00367242,M,51-55,7,B,3,1,11,,,5920
1001411,P00351242,M,36-45,1,C,2,0,3,4.0,5.0,3072
1001412,P00110542,M,26-35,17,C,4+,1,8,,,5829
1001413,P00112942,M,18-25,3,B,1,1,1,16.0,,19629
1001414,P00044442,M,18-25,4,C,4+,0,1,16.0,,19560
1001415,P00106742,M,46-50,14,C,1,0,3,5.0,,13645
1001417,P00332242,M,36-45,16,C,2,0,1,16.0,,7862
1001418,P00112142,M,18-25,4,A,1,1,1,2.0,14.0,15913
1001420,P00120742,M,18-25,4,C,3,0,8,12.0,17.0,6135
1001421,P00212942,F,0-17,10,A,1,0,5,,,8671
1001422,P0097142,M,36-45,17,B,3,0,12,,,1084
1001423,P00106042,M,26-35,4,C,2,1,5,,,7080
1001424,P00236542,M,36-45,0,C,2,1,8,11.0,,7886
1001425,P00268442,M,0-17,10,B,1,0,8,17.0,,9873
1001426,P00184942,M,18-25,14,B,3,0,1,8.0,17.0,19559
1001427,P00306242,M,26-35,12,C,2,0,3,4.0,,7922
1001428,P00368642,F,46-50,11,C,2,1,11,15.0,,7485
1001429,P00053842,F,36-45,3,C,4+,0,4,5.0,12.0,1368
1001430,P00304042,M,18-25,4,B,2,1,5,,,7115
1001432,P00247142,M,36-45,1,C,2,1,8,15.0,16.0,5872
1001433,P00157642,F,18-25,14,C,1,0,1,14.0,16.0,19464
1001434,P00267542,F,0-17,10,A,0,0,1,16.0,,19346
1001436,P00173242,F,51-55,6,B,1,1,5,,,6853
1001437,P00308242,M,51-55,3,C,4+,0,5,8.0,14.0,1849
1001438,P00307342,M,18-25,2,C,0,0,8,,,10046
1001439,P00050242,M,36-45,3,C,1,1,8,,,9995
1001440,P00126042,M,36-45,12,C,1,0,8,14.0,,4180
1001441,P00025442,M,36-45,16,C,3,1,1,2.0,9.0,11579
1001442,P00183142,M,18-25,2,A,3,0,15,,,21530
1001443,P00083942,M,36-45,2,C,0,1,12,14.0,,1043
1001444,P00334242,F,26-35,4,B,1,0,1,8.0,,19010
1001446,P00085542,M,36-45,12,B,4+,1,5,14.0,,8902
1001447,P00294442,M,18-25,4,A,0,0,3,4.0,12.0,13210
1001448,P00181542,F,26-35,3,A,1,0,11,16.0,,5993
1001449,P00010742,M,36-45,20,A,1,1,1,8.0,17.0,12096
1001450,P00327842,M,18-25,4,B,2,1,8,16.0,,7934
1001451,P00154242,M,36-45,20,B,0,0,8,,,10040
1001454,P00026042,M,18-25,4,C,2,0,8,14.0,17.0,7972
1001455,P00210042,F,46-50,0,B,1,1,8,14.0,,8058
1001457,P00110842,M,26-35,1,B,1,1,1,2.0,5.0,15420
1001458,P00330242,M,0-17,0,B,2,0,5,,,3562
1001459,P00220442,F,26-35,0,C,0,0,5,14.0,,8616
1001460,P00034742,F,18-25,4,C,3,1,5,14.0,17.0,8765
1001461,P00179342,F,46-50,0,B,2,1,11,,,3124
1001463,P00117942,M,51-55,16,C,4+,1,5,15.0,,8841
1001464,P00201442,M,36-45,12,C,3,1,1,6.0,8.0,19704
1001465,P00239242,M,51-55,16,B,4+,1,5,8.0,14.0,7176
1001466,P00031042,M,18-25,4,C,3,1,8,,,9828
1001467,P00250242,M,26-35,5,C,2,0,5,,,8808
1001468,P00280842,M,0-17,14,B,1,0,1,8.0,,15205
1001469,P00239642,M,55+,20,C,1,0,5,,,5351
1001470,P00117042,M,18-25,4,A,1,1,1,2.0,5.0,11649
1001472,P00110742,M,26-35,7,C,1,0,1,2.0,8.0,15641
1001473,P0097242,M,26-35,14,B,0,0,1,16.0,,15715
1001474,P00051442,M,26-35,4,A,2,1,8,17.0,,5952
1001475,P00150742,F,26-35,2,B,3,0,8,14.0,,8122
1001476,P00058142,F,18-25,0,B,0,0,3,4.0,12.0,8003
1001478,P00231142,M,0-17,10,C,2,0,5,8.0,,1790
1001479,P00085242,F,51-55,2,B,1,0,8,14.0,17.0,9763
1001480,P00250842,M,26-35,20,C,1,0,8,,,9852
1001481,P00109042,M,36-45,17,C,4+,0,8,,,7975
1001482,P00113842,M,26-35,7,C,3,0,6,8.0,16.0,16295
1001483,P00105142,M,18-25,4,B,1,0,1,2.0,15.0,19702
1001484,P00135642,M,26-35,12,C,1,0,8,,,7774
1001485,P00004742,F,26-35,9,C,3,1,6,16.0,,20023
1001486,P00355142,M,26-35,16,C,4+,1,1,15.0,,15863
1001487,P00316442,M,36-45,7,C,2,1,5,14.0,,2043
1001489,P00182142,F,36-45,2,A,2,1,1,5.0,6.0,11699
1001490,P00183342,M,51-55,7,B,4+,1,5,15.0,18.0,6927
1001491,P00005742,M,18-25,4,B,1,0,8,14.0,,7849
1001492,P00086442,M,26-35,12,A,0,1,8,13.0,15.0,9769
1001494,P00324942,M,26-35,17,C,3,1,5,,,8588
1001495,P00057642,M,18-25,0,C,1,0,1,15.0,16.0,7720
1001496,P00116742,M,26-35,17,A,2,0,11,,,6098
1001497,P00116842,M,51-55,5,C,1,1,2,5.0,8.0,16237
1001498,P00115642,M,18-25,4,A,2,0,8,14.0,,7853
1001499,P00332242,M,0-17,10,C,1,0,1,16.0,,15421
1001500,P00294542,M,26-35,17,A,2,0,8,,,10064
1001501,P00030942,M,26-35,11,A,3,0,4,5.0,9.0,2130
1001502,P00328142,M,18-25,4,C,3,0,8,16.0,,2156
1001503,P00255842,M,26-35,12,A,2,0,16,,,16797
1001504,P00000642,M,18-25,19,A,3,0,1,6.0,16.0,15516
1001505,P00015042,M,51-55,11,C,3,1,8,17.0,,4221
1001506,P00115142,M,26-35,7,C,4+,1,1,8.0,17.0,15511
1001507,P00086042,M,36-45,17,C,0,0,8,14.0,17.0,5978
1001509,P00219942,M,0-17,0,B,3,0,6,16.0,,12170
1001510,P00013942,F,26-35,1,A,1,0,5,,,7028
1001511,P00174842,M,36-45,12,C,4+,1,17,,,13193
1001512,P00145042,M,26-35,20,C,4+,0,1,2.0,5.0,15745
1001513,P00183942,F,36-45,16,C,4+,1,3,4.0,,10664
1001514,P00182842,M,18-25,4,B,4+,1,5,,,5417
1001515,P00116842,M,26-35,16,C,3,1,2,5.0,8.0,13257
1001516,P00080342,F,26-35,12,B,1,0,1,6.0,8.0,19137
1001517,P00362042,M,18-25,0,B,4+,1,5,7.0,,3597
1001519,P00250242,M,18-25,4,C,1,0,5,,,3725
1001520,P00019142,M,26-35,17,B,1,0,11,15.0,,1545
1001521,P00155342,F,26-35,7,C,2,1,5,13.0,,1884
1001523,P00336942,M,26-35,17,C,0,0,5,,,6949
1001524,P00249842,M,18-25,4,B,1,0,8,,,1939
1001525,P00112442,F,26-35,16,B,3,1,6,8.0,,16386
1001526,P00329442,M,55+,17,C,4+,1,5,8.0,,7103
1001527,P00330342,M,18-25,10,C,1,1,5,11.0,16.0,5337
1001528,P00230942,M,26-35,15,C,1,0,5,14.0,,8743
1001530,P00028842,M,26-35,4,A,1,1,6,8.0,,20138
1001532,P00021742,M,18-25,14,C,3,0,5,,,8762
1001533,P00085342,M,46-50,1,C,0,1,10,13.0,,23824
1001535,P00106042,F,18-25,20,C,3,0,5,,,5342
1001536,P00178242,F,36-45,3,C,3,0,8,,,9820
1001538,P00127342,M,26-35,3,C,2,0,1,2.0,15.0,15190
1001540,P00364842,M,46-50,0,A,4+,1,5,16.0,,6920
1001541,P00150142,M,55+,17,C,3,1,8,,,8115
1001542,P00034742,M,18-25,17,C,4+,0,5,14.0,17.0,8899
1001543,P00270942,M,26-35,11,C,2,0,1,2.0,15.0,15426
1001544,P00025442,M,26-35,12,B,2,0,1,2.0,9.0,19008
1001545,P00113342,M,26-35,20,A,1,0,1,8.0,17.0,15818
1001546,P00152742,M,26-35,4,A,4+,1,5,,,8822
1001547,P00242742,M,55+,13,A,4+,1,1,2.0,9.0,8113
1001548,P00234742,M,36-45,1,A,3,0,8,,,7905
1001550,P00315542,M,18-25,4,C,1,0,5,,,3726
1001551,P00158542,M,26-35,11,B,1,1,5,6.0,13.0,6962
1001552,P00110542,M,46-50,20,B,1,1,8,,,10018
1001553,P00156842,F,26-35,15,C,0,0,4,5.0,,2117
1001554,P00123642,F,36-45,12,C,3,1,11,16.0,,1582
1001555,P00250242,F,18-25,0,B,0,1,5,,,7103
1001556,P00216142,M,18-25,4,A,3,1,1,16.0,,15372
1001557,P00025442,F,18-25,4,C,1,0,1,2.0,9.0,15617
1001560,P00262242,F,26-35,3,B,2,0,1,11.0,16.0,15883
1001561,P00119142,F,18-25,4,C,2,0,3,4.0,12.0,10967
1001562,P00059242,M,18-25,20,C,1,1,11,,,3190
1001563,P00250842,F,0-17,10,B,0,0,8,,,7832
1001564,P00162042,M,51-55,1,C,1,1,1,6.0,,11985
1001565,P00265242,M,46-50,17,B,1,1,5,8.0,,7038
1001567,P00115742,M,26-35,12,B,1,0,6,10.0,16.0,16655
1001569,P00177342,F,55+,13,C,1,1,8,,,9799
1001570,P00149342,M,18-25,17,B,1,1,13,16.0,,566
1001571,P00196442,M,26-35,20,B,1,1,5,,,5300
1001572,P00133742,F,26-35,3,C,3,1,5,14.0,,5278
1001574,P00181742,M,26-35,6,C,1,1,11,16.0,,6145
1001575,P00274142,F,51-55,7,C,4+,1,1,,,11990
1001576,P00367042,F,46-50,9,B,3,1,8,,,9906
1001577,P00043142,M,55+,0,C,1,1,5,14.0,,5252
1001578,P00258342,M,18-25,4,B,1,1,11,,,2948
1001579,P00313442,M,26-35,0,A,0,0,5,6.0,8.0,6916
1001581,P00161942,F,18-25,4,B,4+,1,5,8.0,,6897
1001582,P00128942,M,18-25,0,C,1,0,1,11.0,,15303
1001583,P00270242,M,36-45,6,B,0,0,8,,,9931
1001584,P00240142,M,26-35,19,B,4+,0,5,,,7069
1001585,P00197042,M,55+,20,C,1,1,5,,,7096
1001586,P00210942,M,46-50,7,B,2,1,5,12.0,,6997
1001587,P00350642,F,26-35,3,B,3,0,8,,,5882
1001588,P00350942,M,26-35,11,B,1,0,3,4.0,5.0,13651
1001589,P00114342,M,26-35,0,B,1,0,1,8.0,17.0,19270
1001590,P00111042,M,36-45,1,C,0,0,15,,,12990
1001591,P00124742,M,51-55,7,C,1,1,10,16.0,,23359
1001592,P00240142,M,36-45,7,B,4+,1,5,,,5345
1001593,P00210042,M,26-35,16,C,1,1,8,14.0,,5856
1001594,P00278642,F,36-45,20,B,1,0,5,,,5363
1001595,P00052842,M,36-45,1,C,3,0,10,15.0,,19066
1001597,P00364842,M,26-35,12,B,1,1,5,16.0,,8881
1001598,P00020442,M,36-45,13,C,0,0,8,,,2203
1001599,P00010842,M,26-35,0,A,1,0,8,16.0,,2120
1001600,P00117442,M,36-45,7,B,1,1,5,14.0,,8599
1001601,P00355142,M,26-35,12,C,2,0,1,15.0,,15906
1001602,P00214442,F,26-35,7,C,2,1,8,,,9711
1001603,P00148642,F,26-35,0,C,4+,1,6,10.0,13.0,16208
1001605,P00129542,F,18-25,0,B,1,0,8,14.0,,8034
1001606,P00145042,F,36-45,3,A,4+,0,1,2.0,5.0,19564
1001607,P00274942,M,46-50,1,A,2,1,8,,,7789
1001608,P00021742,M,26-35,11,B,1,1,5,,,6939
1001609,P00084842,F,36-45,9,B,3,0,8,16.0,,9920
1001610,P00164842,M,26-35,11,B,1,1,5,16.0,,5393
1001611,P00278642,M,26-35,0,B,1,0,5,,,8904
1001612,P00343042,M,26-35,17,C,1,0,5,18.0,,5450
1001613,P00351142,M,18-25,20,A,1,0,1,8.0,17.0,15572
1001614,P00198742,M,36-45,0,B,1,1,1,2.0,11.0,15300
1001616,P00320742,M,26-35,0,C,0,1,1,4.0,9.0,4301
1001617,P00046742,M,26-35,12,C,3,0,1,2.0,15.0,19694
1001618,P00117842,M,51-55,0,C,4+,1,5,13.0,16.0,7035
1001619,P00213242,M,51-55,3,C,1,1,5,8.0,,8676
1001620,P00310842,M,26-35,20,B,1,0,6,8.0,10.0,16107
1001622,P00294542,M,18-25,4,B,0,0,8,,,5844
1001623,P00302142,M,51-55,15,C,2,0,5,14.0,,8805
1001624,P00226342,M,26-35,0,B,1,1,11,15.0,,1633
1001625,P00022742,M,46-50,0,C,0,1,8,,,3922
1001626,P00364842,M,18-25,4,B,0,1,5,16.0,,8905
1001627,P00317942,M,18-25,17,A,3,1,8,16.0,,7854
1001628,P00116142,M,18-25,20,B,1,0,10,13.0,16.0,18726
1001629,P00000642,M,18-25,4,B,1,1,1,6.0,16.0,19250
1001630,P00198642,M,46-50,17,C,1,0,8,14.0,,3924
1001631,P00128942,F,51-55,0,C,4+,0,1,11.0,,19227
1001632,P00274142,M,26-35,16,B,1,0,1,,,15294
1001634,P00210042,F,55+,0,C,4+,0,8,14.0,,4051
1001635,P00116542,M,26-35,0,B,1,0,5,17.0,,8595
1001636,P00290042,F,26-35,19,C,0,0,8,,,7920
1001637,P00106642,M,55+,0,B,2,1,7,,,20318
1001639,P00159542,M,26-35,17,B,1,0,10,15.0,16.0,18975
1001640,P00280442,M,36-45,17,C,1,0,11,,,1649
1001641,P00122442,M,26-35,0,C,4+,0,1,11.0,15.0,4048
1001642,P00114442,M,51-55,13,C,1,0,5,6.0,,7074
1001643,P00346542,M,46-50,2,C,4+,0,10,13.0,16.0,23604
1001644,P00351142,M,18-25,12,A,2,0,1,8.0,17.0,11532
1001645,P00117842,F,18-25,9,B,1,1,5,13.0,16.0,8827
1001646,P00350642,M,26-35,20,B,1,1,8,,,9962
1001647,P00057542,M,18-25,18,B,0,0,3,4.0,5.0,13601
1001648,P00080342,M,51-55,14,B,3,1,1,6.0,8.0,15313
1001649,P00074642,M,18-25,19,C,2,1,5,9.0,14.0,3717
1001650,P00274942,M,26-35,19,C,1,0,8,,,7883
1001651,P00312742,M,26-35,12,C,1,0,15,,,12583
1001654,P00035442,F,46-50,0,A,0,1,7,,,20810
1001655,P00052342,M,18-25,4,C,2,1,8,,,5996
1001656,P00157542,M,26-35,17,B,3,0,8,14.0,,9745
1001657,P00307142,F,46-50,0,B,1,1,8,,,5868
1001658,P00059442,F,36-45,6,B,2,0,6,8.0,16.0,16209
1001659,P00245642,F,18-25,9,C,4+,1,5,11.0,12.0,1835
1001660,P00286842,F,26-35,2,C,2,1,5,8.0,,8580
1001663,P00145442,M,18-25,4,C,2,1,8,15.0,,9973
1001665,P00315042,M,46-50,17,B,2,0,8,,,8063
1001666,P00204742,M,26-35,14,B,3,0,8,,,7995
1001667,P00212542,M,51-55,16,B,4+,0,8,14.0,,4108
1001668,P00115642,M,36-45,2,C,2,1,8,14.0,,5909
1001669,P00234742,F,26-35,17,B,1,1,8,,,5915
1001670,P00109542,F,55+,13,C,1,1,8,14.0,17.0,10006
1001671,P0097742,M,36-45,0,B,2,0,8,,,9845
1001672,P00115142,M,26-35,17,C,1,0,1,8.0,17.0,15909
1001673,P00145042,M,0-17,10,C,1,0,1,2.0,5.0,19177
1001675,P00118742,F,26-35,6,B,1,1,5,11.0,,8800
1001676,P00240142,M,18-25,4,B,4+,0,5,,,7062
1001677,P00262242,M,18-25,14,C,2,0,1,11.0,16.0,15509
1001678,P00025442,F,18-25,17,C,1,0,1,2.0,9.0,19654
1001679,P00237642,M,26-35,12,B,4+,1,5,14.0,,6870
1001680,P00036742,M,26-35,20,A,3,1,1,16.0,,15670
1001681,P00201442,M,18-25,4,A,1,0,1,6.0,8.0,19243
1001682,P00111742,M,26-35,2,A,3,1,15,,,21314
1001683,P00110842,F,26-35,7,C,3,0,1,2.0,5.0,8282
1001684,P00051442,M,18-25,3,B,2,0,8,17.0,,10009
1001685,P00039742,M,36-45,12,B,1,0,5,,,7031
1001686,P00013942,M,36-45,12,B,1,0,5,,,3584
1001687,P00010742,M,26-35,3,A,1,0,1,8.0,17.0,11624
1001688,P00213642,F,18-25,4,C,4+,0,11,,,3106
1001691,P00192542,F,26-35,17,C,2,1,1,2.0,9.0,11592
1001692,P00120342,M,36-45,20,A,4+,1,5,17.0,,8708
1001693,P00117642,M,26-35,12,C,1,1,10,16.0,,18775
1001694,P00238542,M,26-35,12,B,3,1,5,14.0,,7095
1001695,P00112542,M,26-35,1,C,1,1,1,11.0,15.0,19285
1001696,P00025442,M,36-45,7,C,1,0,1,2.0,9.0,19283
1001697,P00027442,F,18-25,4,B,3,0,8,16.0,,6012
1001699,P00115742,F,26-35,19,A,0,0,6,10.0,16.0,19933
1001700,P00265242,M,26-35,20,B,4+,0,5,8.0,,3709
1001701,P00293242,F,26-35,4,B,1,0,8,16.0,,8053
1001702,P00078842,M,18-25,10,C,2,0,1,16.0,,15317
1001703,P00270942,M,18-25,15,C,2,0,1,2.0,15.0,15283
1001704,P00226242,M,26-35,4,C,4+,0,11,15.0,,4674
1001705,P00085742,F,18-25,4,C,2,0,4,8.0,,2757
1001706,P00141542,M,26-35,20,B,1,1,5,,,8732
1001707,P00004742,M,51-55,1,C,0,1,6,16.0,,20323
1001709,P00003442,M,26-35,0,C,1,1,4,5.0,8.0,3479
1001710,P00328042,M,18-25,0,A,3,0,8,14.0,,8001
1001711,P00102842,F,18-25,4,C,3,0,8,,,5901
1001712,P00132842,M,26-35,0,B,4+,0,1,5.0,,8075
1001713,P00199442,M,26-35,0,C,3,0,5,9.0,,7152
1001714,P00178642,M,26-35,17,C,0,1,5,15.0,,6907
1001715,P00080342,M,26-35,16,C,2,1,1,6.0,8.0,19327
1001716,P00058042,M,26-35,0,B,0,0,8,16.0,,9832
1001717,P00176642,F,51-55,6,B,1,0,6,8.0,,20651
1001718,P00365242,M,18-25,4,C,2,1,5,8.0,,8676
1001719,P00138542,M,18-25,16,C,2,1,5,6.0,,1791
1001720,P00323942,M,18-25,4,C,1,1,8,15.0,,7925
1001721,P00117942,M,18-25,19,C,3,0,5,15.0,,1818
1001722,P00368242,M,36-45,0,C,4+,0,5,11.0,,5392
1001723,P00110742,M,36-45,17,C,0,1,1,2.0,8.0,19650
1001724,P00010742,M,18-25,4,C,3,0,1,8.0,17.0,15363
1001726,P00184242,M,26-35,2,B,1,1,9,15.0,,9847
1001727,P00246142,M,36-45,16,B,2,1,1,15.0,17.0,19166
1001728,P00190042,M,18-25,4,C,2,0,3,4.0,5.0,10755
1001729,P00366842,M,26-35,7,B,0,1,8,,,7941
1001731,P00307542,F,18-25,0,C,2,0,1,15.0,,15588
1001732,P00332242,M,18-25,4,C,1,1,1,16.0,,19364
1001733,P00206042,M,18-25,14,B,0,1,5,,,3443
1001734,P00102342,M,46-50,17,B,2,1,8,14.0,17.0,9797
1001735,P00161942,M,18-25,20,B,1,1,5,8.0,,5218
1001736,P00189742,M,55+,8,C,2,1,2,4.0,,9847
1001737,P00329342,M,36-45,20,B,3,0,5,,,5271
1001738,P00330242,M,36-45,16,C,0,0,5,,,5231
1001739,P00255842,M,55+,16,C,1,1,16,,,16724
1001740,P00085242,M,55+,1,C,2,0,8,14.0,17.0,5986
1001741,P00237542,M,36-45,7,A,4+,1,1,15.0,16.0,19652
1001742,P00110542,M,26-35,15,C,4+,1,8,,,9868
1001743,P00265242,M,36-45,17,C,0,0,5,8.0,,8777
1001744,P00051442,M,36-45,12,C,2,0,8,17.0,,9993
1001745,P00255842,M,46-50,0,A,4+,1,16,,,20430
1001746,P00105142,M,26-35,4,C,1,1,1,2.0,15.0,19480
1001747,P00155442,M,26-35,0,C,2,1,1,11.0,15.0,12064
1001748,P00341342,M,51-55,1,A,1,1,1,8.0,17.0,15831
1001749,P00026742,M,26-35,2,B,1,1,8,11.0,,3945
1001750,P00256542,M,51-55,5,B,0,0,6,13.0,,20218
1001751,P00308542,M,36-45,20,C,0,0,1,,,15791
1001752,P00212742,M,26-35,3,B,1,0,5,,,8781
1001753,P00363742,M,36-45,6,B,3,0,5,,,6894
1001754,P00112142,M,18-25,19,C,3,0,1,2.0,14.0,11666
1001755,P00370242,F,18-25,4,B,4+,0,5,,,5190
1001756,P00253142,F,26-35,1,B,2,1,1,2.0,5.0,15174
1001757,P00329542,M,26-35,4,B,4+,0,1,15.0,16.0,15511
